 date,weekday,downloads
2020-10-08,4,0
2020-10-09,5,0
2020-10-10,6,0
2020-10-11,0,0
2020-10-12,1,1
2020-10-13,2,0
2020-10-14,3,2
2020-10-15,4,2
2020-10-16,5,0
2020-10-17,6,0
2020-10-18,0,1
2020-10-19,1,1
2020-10-20,2,1
2020-10-21,3,0
2020-10-22,4,1
2020-10-23,5,0
2020-10-24,6,0
2020-10-25,0,1
2020-10-26,1,0
2020-10-27,2,1
2020-10-28,3,0
2020-10-29,4,0
2020-10-30,5,0
2020-10-31,6,1
2020-11-01,0,0
2020-11-02,1,0
2020-11-03,2,2
2020-11-04,3,2
2020-11-05,4,1
2020-11-06,5,0
2020-11-07,6,0
2020-11-08,0,1
2020-11-09,1,1
2020-11-10,2,0
2020-11-11,3,0
2020-11-12,4,1
2020-11-13,5,0
2020-11-14,6,0
2020-11-15,0,0
2020-11-16,1,0
2020-11-17,2,1
2020-11-18,3,1
2020-11-19,4,0
2020-11-20,5,0
2020-11-21,6,3
2020-11-22,0,1
2020-11-23,1,0
2020-11-24,2,0
2020-11-25,3,0
2020-11-26,4,0
2020-11-27,5,0
2020-11-28,6,0
2020-11-29,0,0
2020-11-30,1,1
2020-12-01,2,0
2020-12-02,3,0
2020-12-03,4,0
2020-12-04,5,0
2020-12-05,6,0
2020-12-06,0,1
2020-12-07,1,2
2020-12-08,2,0
2020-12-09,3,0
2020-12-10,4,1
2020-12-11,5,1
2020-12-12,6,0
2020-12-13,0,0
2020-12-14,1,0
2020-12-15,2,0
2020-12-16,3,1
2020-12-17,4,0
2020-12-18,5,0
2020-12-19,6,0
2020-12-20,0,0
2020-12-21,1,1
2020-12-22,2,0
2020-12-23,3,0
2020-12-24,4,0
2020-12-25,5,0
2020-12-26,6,1
2020-12-27,0,1
2020-12-28,1,0
2020-12-29,2,1
2020-12-30,3,0
2020-12-31,4,1
2021-01-01,5,0
2021-01-02,6,3
2021-01-03,0,0
2021-01-04,1,1
2021-01-05,2,0
2021-01-06,3,0
2021-01-07,4,0
2021-01-08,5,1
2021-01-09,6,0
2021-01-10,0,0
2021-01-11,1,0
2021-01-12,2,0
2021-01-13,3,1
2021-01-14,4,0
2021-01-15,5,0
2021-01-16,6,0
2021-01-17,0,0
2021-01-18,1,3
2021-01-19,2,3
2021-01-20,3,0
2021-01-21,4,0
2021-01-22,5,0
2021-01-23,6,0
2021-01-24,0,1
2021-01-25,1,1
2021-01-26,2,0
2021-01-27,3,0
2021-01-28,4,1
2021-01-29,5,0
2021-01-30,6,1
2021-01-31,0,0
2021-02-01,1,0
2021-02-02,2,0
2021-02-03,3,0
2021-02-04,4,1
2021-02-05,5,1
2021-02-06,6,3
2021-02-07,0,1
2021-02-08,1,2
2021-02-09,2,1
2021-02-10,3,0
2021-02-11,4,0
2021-02-12,5,2
2021-02-13,6,1
2021-02-14,0,0
2021-02-15,1,0
2021-02-16,2,2
2021-02-17,3,1
2021-02-18,4,0
2021-02-19,5,0
2021-02-20,6,0
2021-02-21,0,0
2021-02-22,1,1
2021-02-23,2,0
2021-02-24,3,0
2021-02-25,4,0
2021-02-26,5,0
2021-02-27,6,1
2021-02-28,0,0
2021-03-01,1,0
2021-03-02,2,0
2021-03-03,3,2
2021-03-04,4,1
2021-03-05,5,1
2021-03-06,6,0
2021-03-07,0,1
2021-03-08,1,0
2021-03-09,2,3
2021-03-10,3,1
2021-03-11,4,1
2021-03-12,5,1
2021-03-13,6,0
2021-03-14,0,1
2021-03-15,1,1
2021-03-16,2,0
2021-03-17,3,0
2021-03-18,4,4
2021-03-19,5,0
2021-03-20,6,0
2021-03-21,0,0
2021-03-22,1,0
2021-03-23,2,1
2021-03-24,3,0
2021-03-25,4,1
2021-03-26,5,1
2021-03-27,6,1
2021-03-28,0,1
2021-03-29,1,0
2021-03-30,2,0
2021-03-31,3,0
2021-04-01,4,0
2021-04-02,5,2
2021-04-03,6,0
2021-04-04,0,0
2021-04-05,1,1
2021-04-06,2,0
2021-04-07,3,0
2021-04-08,4,0
2021-04-09,5,1
2021-04-10,6,0
2021-04-11,0,0
2021-04-12,1,0
2021-04-13,2,1
2021-04-14,3,0
2021-04-15,4,1
2021-04-16,5,0
2021-04-17,6,1
2021-04-18,0,0
2021-04-19,1,1
2021-04-20,2,1
2021-04-21,3,0
2021-04-22,4,1
2021-04-23,5,18
2021-04-24,6,22
2021-04-25,0,9
2021-04-26,1,9
2021-04-27,2,2
2021-04-28,3,2
2021-04-29,4,3
2021-04-30,5,1
2021-05-01,6,2
2021-05-02,0,2
2021-05-03,1,2
2021-05-04,2,2
2021-05-05,3,2
2021-05-06,4,1
2021-05-07,5,0
2021-05-08,6,2
2021-05-09,0,1
